AGENCY,STATION NAME,TYPE OF CHARGER,NO. OF PLUGS,ADDRESS,CITY,POSTCODE,BOROUGH,PUBLIC CHARGER?,FEE FOR CITY DRIVERS,LATITUDE,LONGITUDE,COMMUNITY DISTRICT,COUNCIL DISTRICT,CENSUS TRACT 2020,BIN,BBL,NEIGHBORHOOD TABULATION AREA (NTA) (2020)
DSNY,NYC FLEET / DSNY_BK17-2,Level 2 Charger,1,10502 Avenue D,Brooklyn,11236,Brooklyn,,,40.653831,-73.901511,318,42,1098,3256921,3081380001,BK0503
DSNY,NYC FLEET / DSNY_BK17-DCFC1,Level 3 Fast Charger,1,10502 Avenue D,Brooklyn,11236,Brooklyn,,,40.653831,-73.901511,318,42,1098,3256921,3081380001,BK0503
DSNY,NYC FLEET / DSNY_BK18-1,Level 2 Charger,1,105-01 Foster Ave,Brooklyn,11236,Brooklyn,,,40.627727,-73.976281,314,40,480,3398029,3054260001,BK1402
DSNY,NYC FLEET / DSNY_BK18-2,Level 2 Charger,1,105-01 Foster Ave,Brooklyn,11236,Brooklyn,,,40.627727,-73.976281,314,40,480,3398029,3054260001,BK1402
DSNY,NYC FLEET / DSNY_BK18-DCFC1,Level 3 Fast Charger,1,105-01 Foster Ave,Brooklyn,11236,Brooklyn,,,40.627727,-73.976281,314,40,480,3398029,3054260001,BK1402
DSNY,NYC FLEET / DSNY_BK18-DCFC2,Level 3 Fast Charger,1,105-01 Foster Ave,Brooklyn,11236,Brooklyn,,,40.627727,-73.976281,314,40,480,3398029,3054260001,BK1402
DSNY,NYC FLEET / DSNY_BKLCU-1,Level 2 Charger,2,110 E 131st St,New York,10037,Manhattan,,,40.808657,-73.935809,111,9,242,1054511,1017790001,MN1102
DSNY,NYC FLEET / DSNY_BX02-1,Level 2 Charger,2,650 Casanova St,West Bronx,10474,Bronx,,,40.812786,-73.889857,202,17,9301,2006621,2027650177,BX0201
DSNY,NYC FLEET / DSNY_BX04-1,Level 2 Charger,2,525 Johnson Ave,East Williamsburg,11237,Brooklyn,,,40.708726,-73.926318,301,34,44902,3070584,3029870016,BK0104
DSNY,NYC FLEET / DSNY_BX05-1,Level 2 Charger,1,1331 Cromwell Ave,Bronx,10452,Bronx,,,40.839273,-73.920629,204,16,219,2008640,2028710077,BX0403
DSNY,NYC FLEET / DSNY_BX05-2,Level 2 Charger,2,465 Hamilton Ave,Gowanus,11232,Brooklyn,,,40.669156,-73.996907,306,38,11902,3023562,3010380001,BK0601
DSNY,NYC FLEET / DSNY_BX06-2,Level 2 Charger,2,800 E 176Th St,Bronx,10460,Bronx,,,40.842053,-73.889504,206,15,367,2097277,2029530021,BX0602
DSNY,NYC FLEET / DSNY_BX06A-1,Level 2 Charger,2,800 E 176Th St,Bronx,10460,Bronx,,,40.842053,-73.889504,206,15,367,2097277,2029530021,BX0602
DSNY,NYC FLEET / DSNY_BX06A-2,Level 2 Charger,1,800 E 176Th St,Bronx,10460,Bronx,,,40.842053,-73.889504,206,15,367,2097277,2029530021,BX0602
DSNY,NYC FLEET / DSNY_BX07-1,Level 2 Charger,2,423 W 215th St,New York,10034,Manhattan,,,40.869024,-73.913916,112,10,299,1082036,1022120001,MN1203
DSNY,NYC FLEET / DSNY_BX08-1,Level 2 Charger,2,423 W 215 St,New York,10034,Manhattan,,,40.869024,-73.913916,112,10,299,1082036,1022120001,MN1203
DSNY,NYC FLEET / DSNY_BX10-1,Level 2 Charger,2,850 Zerega Ave,East Bronx,10473,Bronx,,,40.825144,-73.843139,209,18,90,2094841,2037020001,BX0903
DSNY,NYC FLEET / DSNY_BX12-1,Level 2 Charger,2,1635 E 233Rd St,East Bronx,10475,Bronx,,,40.888188,-73.826903,212,12,456,2090261,2049740028,BX1202
DSNY,NYC FLEET / DSNY_BX12-2,Level 2 Charger,2,1635 E 233Rd St,East Bronx,10466,Bronx,,,40.888188,-73.826903,212,12,456,2090261,2049740028,BX1202
DSNY,NYC FLEET / DSNY_BX12-3,Level 2 Charger,2,1635 E 233Rd St,East Bronx,10466,Bronx,,,40.888188,-73.826903,212,12,456,2090261,2049740028,BX1202
DSNY,NYC FLEET / DSNY_BX12-4,Level 2 Charger,2,1635 E 233Rd St,East Bronx,10466,Bronx,,,40.888188,-73.826903,212,12,456,2090261,2049740028,BX1202
DSNY,NYC FLEET / DSNY_BXENF-WASH,Level 2 Charger,2,1595 Washington Ave,Bronx,10457,Bronx,,,40.839498,-73.90231,203,15,167,2009477,2029040034,BX0302
DSNY,NYC FLEET / DSNY_CBS-1,Level 2 Charger,1,10601 Avenue D,Brooklyn,11236,Brooklyn,,,40.654363,-73.900725,318,42,1098,3252759,3038710001,BK0503
DSNY,NYC FLEET / DSNY_CBS-2,Level 2 Charger,2,401 E 105th St,Canarsie,11236,Brooklyn,,,40.653513,-73.901371,318,42,1098,3256921,3081380001,BK0503
DSNY,NYC FLEET / DSNY_CRS_MM-1,Level 2 Charger,2,52-35 58Th St,Woodside,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_CRS_PC-1,Level 2 Charger,1,52-35 58Th Street,Woodside,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_CRS_VAWNE1,Level 2 Charger,2,52-35 58th St,Woodside,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_CRS_VAWNE2,Level 2 Charger,2,52-35 58th St,Woodside,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_CRSBBMDCFC,Level 3 Fast Charger,1,52-35 58th St,Queens,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_CRSNEDCFC1,Level 3 Fast Charger,1,52-35 58th St,Queens,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_CRSNEDCFC2,Level 3 Fast Charger,1,52-35 58th St,Queens,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_CRSPCDCFC,Level 3 Fast Charger,1,52-35 58th St,Queens,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_CRSPSDCFC1,Level 3 Fast Charger,1,52-35 58th St,Queens,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_CRSQWDCFC1,Level 3 Fast Charger,1,52-35 58th St,Queens,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_CRSQWDCFC2,Level 3 Fast Charger,1,52-35 58th St,Queens,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_EMMS_LAB,Level 2 Charger,2,1763 W Farms Rd,Bronx,10460,Bronx,,,40.835683,-73.882143,203,17,161,2129729,2030150097,BX0303
DSNY,NYC FLEET / DSNY_FBF-S1,EV Solar Arc Charger,1,50 Aviation Rd,Brooklyn,11234,Brooklyn,,,40.591839,-73.882699,356,46,70202,3397818,3085910075,BK5691
DSNY,NYC FLEET / DSNY_FBF-S2,EV Solar Arc Charger,1,50 Aviation Rd,Brooklyn,11234,Brooklyn,,,40.591839,-73.882699,356,46,70202,3397818,3085910075,BK5691
DSNY,NYC FLEET / DSNY_FBF-S3,EV Solar Arc Charger,1,50 Aviation Rd,Brooklyn,11234,Brooklyn,,,40.591839,-73.882699,356,46,70202,3397818,3085910075,BK5691
DSNY,NYC FLEET / DSNY_HENRY-1,Level 2 Charger,1,80 Henry Street,New York,10002,Manhattan,,,40.71307,-73.993821,103,1,8,1079607,1002750003,MN0301
DSNY,NYC FLEET / DSNY_HENRY-2,Level 2 Charger,1,80 Henry Street,New York,10002,Manhattan,,,40.71307,-73.993821,103,1,8,1079607,1002750003,MN0301
DSNY,NYC FLEET / DSNY_HENRY-3,Level 2 Charger,1,80 Henry Street,New York,10002,Brooklyn,,,40.71307,-73.993821,103,1,8,1079607,1002750003,MN0301
DSNY,NYC FLEET / DSNY_HENRY-4,Level 2 Charger,1,80 Henry Street,New York,10002,Manhattan,,,40.71307,-73.993821,103,1,8,1079607,1002750003,MN0301
DSNY,NYC FLEET / DSNY_M04-DCFC1,Level 3 Fast Charger,1,650 W 57th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_M04-DCFC2,Level 3 Fast Charger,1,650 W 57th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_M04-DCFC3,Level 3 Fast Charger,1,630 W 57th St,New York,10019,Manhattan,,,40.770957,-73.992953,104,6,13502,,,MN0402
DSNY,NYC FLEET / DSNY_M04-DCFC4,Level 3 Fast Charger,1,650 W 57th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_MBS-1,Level 2 Charger,1,640 West 26Th Street,New York,10001,Manhattan,,,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
DSNY,NYC FLEET / DSNY_MBS-DCFC1,Level 3 Fast Charger,1,640 W 26th St,New York,10001,Manhattan,,,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
DSNY,NYC FLEET / DSNY_MBS-DCFC2,Level 3 Fast Charger,1,640 W 26th St,New York,10001,Manhattan,,,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
DSNY,NYC FLEET / DSNY_MBS-DCFC3,Level 3 Fast Charger,1,640 W 26th St,New York,10001,Manhattan,,,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
DSNY,NYC FLEET / DSNY_MBS-DCFC4,Level 3 Fast Charger,1,640 W 26th St,New York,10001,Manhattan,,,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
DSNY,NYC FLEET / DSNY_MBS-DCFC5,Level 3 Fast Charger,1,640 W 26th St,New York,10001,Manhattan,,,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
DSNY,NYC FLEET / DSNY_MBS-DCFC6,Level 3 Fast Charger,1,640 W 26th St,New York,10001,Manhattan,,,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
DSNY,NYC FLEET / DSNY_MBS-DCFC7,Level 3 Fast Charger,1,640 W 26th St,New York,10001,Manhattan,,,40.751183,-74.006594,104,3,9901,1012267,1006700050,MN0401
DSNY,NYC FLEET / DSNY_MN01-1,Level 2 Charger,2,353 Spring St,New York,10013,Manhattan,,,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
DSNY,NYC FLEET / DSNY_MN02_DCFC1,Level 3 Fast Charger,1,353 Spring St,New York,10013,Manhattan,,,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
DSNY,NYC FLEET / DSNY_MN02_DCFC2,Level 3 Fast Charger,1,353 Spring St,New York,10013,Manhattan,,,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
DSNY,NYC FLEET / DSNY_MN02-1,Level 2 Charger,2,353 Spring St,New York,10013,Manhattan,,,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
DSNY,NYC FLEET / DSNY_MN03-1,Level 2 Charger,2,South Street Pier 36,New York,10002,Manhattan,,,,,,,,,,
DSNY,NYC FLEET / DSNY_MN03-2,Level 2 Charger,2,South Street Pier 36,New York,10002,Manhattan,,,,,,,,,,
DSNY,NYC FLEET / DSNY_MN03-3,Level 2 Charger,2,South Street Pier 36,New York,10002,Manhattan,,,,,,,,,,
DSNY,NYC FLEET / DSNY_MN03-DCFC1,Level 3 Fast Charger,1,299 South St,New York,10002,Manhattan,,,40.710508,-73.986196,103,1,201,1079600,1002410013,MN0301
DSNY,NYC FLEET / DSNY_MN03-DCFC2,Level 3 Fast Charger,1,299 South St,New York,10002,Manhattan,,,40.710508,-73.986196,103,1,201,1079600,1002410013,MN0301
DSNY,NYC FLEET / DSNY_MN04-1,Level 2 Charger,2,930 W 57th St,New York,10019,Manhattan,,,,,,,,,,
DSNY,NYC FLEET / DSNY_MN04-2,Level 2 Charger,2,800E 176Th St,West Bronx,10460,Bronx,,,40.842053,-73.889504,206,15,367,2097277,2029530021,BX0602
DSNY,NYC FLEET / DSNY_MN05_DCFC1,Level 3 Fast Charger,1,353 Spring St,New York,10013,Manhattan,,,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
DSNY,NYC FLEET / DSNY_MN05_DCFC2,Level 3 Fast Charger,1,353 Spring St,New York,10013,Manhattan,,,40.726159,-74.010712,102,3,37,1089625,1005967501,MN0201
DSNY,NYC FLEET / DSNY_MN05-1,Level 2 Charger,2,52 58th St,woodside,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_MN06-DCFC1,Level 3 Fast Charger,1,299 South St,New York,10002,Manhattan,,,40.710508,-73.986196,103,1,201,1079600,1002410013,MN0301
DSNY,NYC FLEET / DSNY_MN06-DCFC2,Level 3 Fast Charger,1,299 South St,New York,10002,Manhattan,,,40.710508,-73.986196,103,1,201,1079600,1002410013,MN0301
DSNY,NYC FLEET / DSNY_MN07-1,Level 2 Charger,2,1787 W Farms Rd,Bronx,10460,Bronx,,,40.836086,-73.882066,203,17,161,2010955,2030150058,BX0303
DSNY,NYC FLEET / DSNY_MN07-2,Level 2 Charger,2,650 W 57Th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_MN07-3,Level 2 Charger,1,650 W 57Th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_MN07-4,Level 2 Charger,1,650 W 57Th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_MN07-5,Level 2 Charger,1,650 W 57Th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_MN07-DCFC1,Level 3 Fast Charger,1,650 W 57th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_MN07-DCFC2,Level 3 Fast Charger,1,650 W 57th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_MN07-DCFC3,Level 3 Fast Charger,1,650 W 57th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_MN07-DCFC4,Level 3 Fast Charger,1,650 W 57th St,New York,10019,Manhattan,,,40.771149,-73.993415,104,6,13502,1087609,1011040001,MN0402
DSNY,NYC FLEET / DSNY_MN08-1,Level 2 Charger,2,4036 9th Ave,New York,10034,Manhattan,,,40.869218,-73.913033,112,10,299,1082037,1022120001,MN1203
DSNY,NYC FLEET / DSNY_MN09-1,Level 2 Charger,2,125 E 149th St,West Bronx,10451,Bronx,,,40.818987,-73.928909,204,8,6301,2001102,2023520028,BX0401
DSNY,NYC FLEET / DSNY_MN10-1,Level 2 Charger,2,110 E 131St St,New York,10037,Manhattan,,,40.808657,-73.935809,111,9,242,1054511,1017790001,MN1102
DSNY,NYC FLEET / DSNY_MN10-2,Level 2 Charger,2,1921 Park Ave,New York,10037,Manhattan,,,40.808361,-73.936604,111,9,242,1054511,1017790001,MN1102
DSNY,NYC FLEET / DSNY_MN10-3,Level 2 Charger,2,110 E 131St St,New York,10037,Manhattan,,,40.808657,-73.935809,111,9,242,1054511,1017790001,MN1102
DSNY,NYC FLEET / DSNY_MN10-4-ENF,Level 2 Charger,2,110 E 130th St,New York,10037,Manhattan,,,40.808023,-73.936268,111,9,242,1000000,1017780006,MN1102
DSNY,NYC FLEET / DSNY_MN10-5-ENF,Level 2 Charger,2,110 E 131st St,New York,10037,Manhattan,,,40.808657,-73.935809,111,9,242,1054511,1017790001,MN1102
DSNY,NYC FLEET / DSNY_MN11-1,Level 2 Charger,2,217 E 127th St,New York,10035,Manhattan,,,40.804756,-73.934281,111,8,242,1087849,1017920005,MN1102
DSNY,NYC FLEET / DSNY_MN11-2,Level 2 Charger,2,217 E 127th St,New York,10035,Manhattan,,,40.804756,-73.934281,111,8,242,1087849,1017920005,MN1102
DSNY,NYC FLEET / DSNY_MN11-3,Level 2 Charger,2,217 E 127th St,New York,10035,Manhattan,,,40.804756,-73.934281,111,8,242,1087849,1017920005,MN1102
DSNY,NYC FLEET / DSNY_MN12_DCFC1,Level 3 Fast Charger,1,301 W 215 St,New York,10034,Manhattan,,,40.868199,-73.911997,112,10,299,1064485,1021960001,MN1203
DSNY,NYC FLEET / DSNY_MN12_DCFC2,Level 3 Fast Charger,1,301 W 215 St,New York,10034,Manhattan,,,40.868199,-73.911997,112,10,299,1064485,1021960001,MN1203
DSNY,NYC FLEET / DSNY_MN12-1,Level 2 Charger,2,301 West 215 Street,New York,10034,Manhattan,,,40.868199,-73.911997,112,10,299,1064485,1021960001,MN1203
DSNY,NYC FLEET / DSNY_Q01-DCFC1,Level 3 Fast Charger,1,34-28 21st St,Queens,11106,Queens,,,40.762336,-73.934464,401,26,43,4005787,4005230012,QN0105
DSNY,NYC FLEET / DSNY_Q01-DCFC2,Level 3 Fast Charger,1,34-28 21st St,Queens,11106,Queens,,,40.762336,-73.934464,401,26,43,4005787,4005230012,QN0105
DSNY,NYC FLEET / DSNY_Q02-1,Level 2 Charger,1,58-1 52 Rd,Woodside,11377,Queens,,,40.734957,-73.909719,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_Q02-2,Level 2 Charger,2,52-35 58Th Street,Flushing,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_Q03-1,Level 2 Charger,2,52-35 58Th St,Woodside,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_Q04-1,Level 2 Charger,2,52-35 58Th St,Woodside,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_Q04-2,Level 2 Charger,1,52-35 58Th Street,Woodside,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_Q05_DCFC1,Level 3 Fast Charger,1,48-01 58 Rd,Maspeth,11378,Queens,,,40.720249,-73.922845,405,26,219,4307983,4026000001,QN0501
DSNY,NYC FLEET / DSNY_Q05_DCFC2,Level 3 Fast Charger,1,48-01 58 Rd,Maspeth,11378,Queens,,,40.720249,-73.922845,405,26,219,4307983,4026000001,QN0501
DSNY,NYC FLEET / DSNY_Q05-1,Level 2 Charger,2,47-01 48Th Street,Maspeth,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_Q05-2,Level 2 Charger,2,47-01 48Th St,Maspeth,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_Q06-1,Level 2 Charger,2,2720 53Rd Ave,Woodside,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_Q07-1,Level 2 Charger,2,120-15 31St Ave,Flushing,11354,Queens,,,40.769692,-73.847197,407,19,907,4610396,4043460075,QN0701
DSNY,NYC FLEET / DSNY_Q07-2,Level 2 Charger,2,120-15 31St Ave,Flushing,11354,Queens,,,40.769692,-73.847197,407,19,907,4610396,4043460075,QN0701
DSNY,NYC FLEET / DSNY_Q07-3,Level 2 Charger,2,30-19 122Nd St,Flushing,11354,Queens,,,40.770849,-73.846552,407,19,907,4570021,4043500001,QN0701
DSNY,NYC FLEET / DSNY_Q07A-1,Level 2 Charger,2,30-19 122Nd St,Flushing,11354,Queens,,,40.770849,-73.846552,407,19,907,4570021,4043500001,QN0701
DSNY,NYC FLEET / DSNY_Q07A-2,Level 2 Charger,2,30-19 122Nd St,Flushing,11354,Queens,,,40.770849,-73.846552,407,19,907,4570021,4043500001,QN0701
DSNY,NYC FLEET / DSNY_Q09-1,Level 2 Charger,2,13287 Atlantic Ave,Queens,11418,Queens,,,40.69657,-73.816405,409,29,14202,,,QN0902
DSNY,NYC FLEET / DSNY_Q09-2,Level 2 Charger,2,133-20 Atlantic Ave,Queens,11418,Queens,,,40.696682,-73.81595,409,29,152,,,QN0903
DSNY,NYC FLEET / DSNY_Q09-DCFC1,Level 3 Fast Charger,1,13287 Atlantic Ave,Queens,11418,Queens,,,40.69657,-73.816405,409,29,14202,,,QN0902
DSNY,NYC FLEET / DSNY_Q10-1,Level 2 Charger,2,130-23 150Th Ave,Jamaica,11430,Queens,,,40.664778,-73.810159,410,28,84602,4257531,4118840001,QN1001
DSNY,NYC FLEET / DSNY_Q13J-1,Level 2 Charger,2,153-67 146Th Ave,Jamaica,11434,Queens,,,40.664629,-73.784675,413,31,306,4433112,4150010073,QN1306
DSNY,NYC FLEET / DSNY_Q13J-2,Level 2 Charger,2,153-67 146 Ave,Jamaica,11434,Queens,,,40.664629,-73.784675,413,31,306,4433112,4150010073,QN1306
DSNY,NYC FLEET / DSNY_Q14_DCFC1,Level 3 Fast Charger,1,51-10 Almeda Ave,Far Rockaway,11691,Queens,,,40.597844,-73.782485,414,31,97207,4616024,4159800100,QN1491
DSNY,NYC FLEET / DSNY_Q14-1,Level 2 Charger,1,51-10 Almeda Ave,Queens,11691,Queens,,,40.597844,-73.782485,414,31,97207,4616024,4159800100,QN1491
DSNY,NYC FLEET / DSNY_Q14-2,Level 2 Charger,2,51-10 Almeda Ave,Far Rockaway,11691,Queens,,,40.597844,-73.782485,414,31,97207,4616024,4159800100,QN1491
DSNY,NYC FLEET / DSNY_Q14-3,Level 2 Charger,2,51-10 Almeda Ave,Far Rockaway,11691,Queens,,,40.597844,-73.782485,414,31,97207,4616024,4159800100,QN1491
DSNY,NYC FLEET / DSNY_QBS-DCFC1,Level 3 Fast Charger,1,52-07 58th St,Woodside,11377,Queens,,,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_QBS-DCFC2,Level 3 Fast Charger,1,52-07 58th St,Woodside,11377,Queens,,,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_QBS-DCFC3,Level 3 Fast Charger,1,52-07 58th St,Woodside,11377,Queens,,,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_QBS-DCFC4,Level 3 Fast Charger,1,52-07 58th St,Woodside,11377,Queens,,,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_QBS-DCFC5,Level 3 Fast Charger,1,52-07 58th St,Woodside,11377,Queens,,,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_QBS-DCFC6,Level 3 Fast Charger,1,52-07 58th St,Woodside,11377,Queens,,,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_QBSROOF-1,Level 2 Charger,2,52-07 58Th St,Woodside,11377,Queens,,,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_QBSROOF-2,Level 2 Charger,2,52 58Th St,Woodside,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_QBSROOF-4,Level 2 Charger,1,52-07 58Th St,Woodside,11377,Queens,,,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_QBSSHOP-1,Level 2 Charger,1,52-07 58Th St,Woodside,11377,Queens,,,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_QBSSHOP-2,Level 2 Charger,1,52-07 58Th St,Woodside,11377,Queens,,,40.735462,-73.909675,402,26,243,4054170,4023470055,QN0203
DSNY,NYC FLEET / DSNY_QENFDCFC-1,Level 3 Fast Charger,1,2720 53rd Ave,Queens,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_QENFDCFC-2,Level 3 Fast Charger,1,2720 53rd Ave,Queens,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_QENFDCFC-3,Level 3 Fast Charger,1,2720 53rd Ave,Queens,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_QW3-DCFC1,Level 3 Fast Charger,1,2720 53rd Avenue,Queens,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_QW3-DCFC2,Level 3 Fast Charger,1,2720 53rd Avenue,Queens,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_QW6-DCFC1,Level 3 Fast Charger,1,2720 53rd Avenue,Queens,11377,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_QW6-DCFC2,Level 3 Fast Charger,1,53rd Avenue,Queens,11378,Queens,,,,,,,,,,
DSNY,NYC FLEET / DSNY_RBS-1,Level 2 Charger,1,2 Muldoon Ave,Staten Island,10314,Staten Island,,,40.575017,-74.196645,503,51,22801,5158124,5059000500,SI0391
DSNY,NYC FLEET / DSNY_SI01-DCFC1,Level 3 Fast Charger,1,539 Jersey St,Staten Island,10301,Staten Island,,,40.636097,-74.084519,501,49,11,5106487,5000340001,SI0101
DSNY,NYC FLEET / DSNY_SI01-DCFC2,Level 3 Fast Charger,1,539 Jersey St,Staten Island,10301,Staten Island,,,40.636097,-74.084519,501,49,11,5106487,5000340001,SI0101
DSNY,NYC FLEET / DSNY_SI02-S1,EV Solar Arc Charger,1,2538 Richmond Ave,Staten Island,10314,Staten Island,,,40.586223,-74.168484,502,51,22802,,,SI0291
DSNY,NYC FLEET / DSNY_SI1A-S1,EV Solar Arc Charger,1,3 Muldoon Ave,Staten Island,10314,Staten Island,,,40.575234,-74.196696,503,51,22801,5158125,5059000500,SI0391
DSNY,NYC FLEET / DSNY_SI1A-S2,EV Solar Arc Charger,1,3 Muldoon Ave,Staten Island,10314,Staten Island,,,40.575234,-74.196696,503,51,22801,5158125,5059000500,SI0391
DSNY,NYC FLEET / DSNY_SI2_DCFC1,Level 3 Fast Charger,1,2538 Richmond Ave,New Springville,10314,Staten Island,,,40.586223,-74.168484,502,51,22802,,,SI0291
DSNY,NYC FLEET / DSNY_SI2_DCFC2,Level 3 Fast Charger,1,2538 Richmond Ave,New Springville,10314,Staten Island,,,40.586223,-74.168484,502,51,22802,,,SI0291
DSNY,NYC FLEET / DSNY_SI2-1,Level 2 Charger,2,2500 Richmond Ave,Heartland Village,10314,Staten Island,,,40.586997,-74.168316,502,51,22802,5041599,5025200001,SI0291
DSNY,NYC FLEET / DSNY_SI2-2,Level 2 Charger,2,2500 Richmond Ave,Heartland Village,10314,Staten Island,,,40.586997,-74.168316,502,51,22802,5041599,5025200001,SI0291
DSNY,NYC FLEET / DSNY_SI3-1,Level 2 Charger,2,1323 Muldoon Ave,Staten Island,10314,Staten Island,,,40.571144,-74.195327,503,51,22801,5130986,5059000500,SI0391
DSNY,NYC FLEET / DSNY_SI3A-S1,EV Solar Arc Charger,1,3 Muldoon Ave,Staten Island,10314,Staten Island,,,40.575234,-74.196696,503,51,22801,5158125,5059000500,SI0391
DSNY,NYC FLEET / DSNY_SI3A-S2,EV Solar Arc Charger,1,3 Muldoon Ave,Staten Island,10314,Staten Island,,,40.575234,-74.196696,503,51,22801,5158125,5059000500,SI0391
